,Open,High,Low,Close,Volume,first_half_log_return_mean,first_half_log_return_std,second_half_log_return_mean,second_half_log_return_std,first_second_half_log_return_diff,log_return_mean,log_return_std,log_return_min,log_return_max,month_log_return,pct_bull,next_month_log_return
2009-01-31,10.8506,18.9154,4.0118,5.3677,829400.0,-0.041152189990957835,0.15035044650564391,-0.01792989408648036,0.06466470971946574,0.19107076905381692,-0.028929928988601267,0.1108127141015825,-0.1754829964738991,0.2998045909290932,-0.7038208666252317,0.35,-0.1755175834318453
2009-02-28,5.226,8.2048,3.1509,4.4288,956200.0,0.009385593940457848,0.05458147506337123,-0.024060225162092497,0.06110448800042007,-0.31568700314458775,-0.009195416672070121,0.059125711030326614,-0.11565651911522812,0.13984271247819335,-0.1655175000972621,0.3157894736842105,0.532354036421861
2009-03-31,3.3524,8.8552,2.9507,5.7663,1768600.0,0.03294310724786451,0.07647199190662529,0.00817666727907321,0.07349363637992991,-0.2394877324088398,0.019970210121354783,0.0741140204610458,-0.12446203346694107,0.18264201826120607,0.5423541197564442,0.5909090909090909,0.5628980670726434
2009-04-30,5.669,11.9253,5.2468,10.0534,1362700.0,0.02131772387710979,0.06818943112689173,0.03421590740887051,0.05394882832265709,0.18451546660358753,0.02841172481957819,0.05943888787668351,-0.05013786292487077,0.15678542617888258,0.5728981504072268,0.5714285714285714,0.23253807130731752
2009-05-31,10.286,17.233,9.0558,13.1093,1149800.0,0.022279696785532693,0.06522431980307587,0.0056997337761663935,0.04418461234892236,-0.1435199333081303,0.013553400464813587,0.054214773456989676,-0.04387012238420063,0.17943984617720465,0.24253815464190087,0.55,-0.13711293157134757
2009-06-30,14.7756,16.1789,10.0334,13.0119,704100.0,-0.0043539345391180985,0.0208948892187506,-0.003579787068418459,0.04320860861107897,0.004161687638577938,-0.003948428721132572,0.03361721683398426,-0.06458827082443941,0.0926921808146477,-0.12711284823676436,0.36363636363636365,-0.04263273241684634
2009-07-31,14.5051,16.2108,11.1901,14.0394,412000.0,-0.003986025571406371,0.04588719052351822,0.005010834591596519,0.023153897119893893,0.09497943622162541,0.0007266154663570475,0.03516797373308072,-0.08068538625448962,0.08676376643025074,-0.03263264908226312,0.4090909090909091,-0.027141067100509654
2009-08-31,14.0748,15.8317,11.4745,13.8356,531300.0,-0.005809885331374165,0.027897126900827133,0.0031378043864227286,0.013377099459390392,0.0868048162330175,-0.0008886559865858735,0.021041022729916748,-0.056072946099476884,0.04362857620934868,-0.017140983765926397,0.47619047619047616,0.09238514234873058
2009-09-30,12.4812,16.7528,11.8426,13.8268,271200.0,0.005295921393432194,0.02299380951097405,0.0008189587577089874,0.023341712192714574,-0.038654746206090884,0.0028335919437844303,0.022684670571691448,-0.040933088646290194,0.047340678886243825,0.10238522568331379,0.47619047619047616,-0.01410677053840176
2009-10-31,13.0299,15.6857,12.0349,12.9765,336000.0,0.008806564970922848,0.0254795260544696,-0.010755719380445183,0.012862422292890618,-0.20637856289412548,-0.0014403458797937394,0.02179656525911642,-0.03502647630675604,0.053338625503331016,-0.004106687203818539,0.45454545454545453,-0.020798114820324252
2009-11-30,14.0038,15.8673,12.8179,13.8534,236600.0,0.006440375537879955,0.01802145403763664,-0.0032707389445529866,0.021347223862718933,-0.09067076928644946,0.001329262652388933,0.019925178886863643,-0.04414809166162437,0.027202648799782736,-0.010798031485741027,0.6,0.02247334808001919
2009-12-31,13.6337,15.4355,13.2131,14.0837,375800.0,0.0027237089743072486,0.017929706225104213,-0.0005694726307921611,0.008577181612949611,-0.033501288681786257,0.0009987090859218434,0.013575266316161847,-0.019806501208094573,0.03301767125219124,0.03247343141460236,0.5454545454545454,-0.054696493637889414
2010-01-31,15.1628,17.7519,12.9424,14.5,268000.0,-0.0021970765536925008,0.012124324635371527,0.00012214353036550386,0.033997772249343215,0.018798047733195045,-0.0009086209514380537,0.025958719597256003,-0.052356866525169465,0.06931696358180295,-0.04469641030330617,0.42105263157894735,0.2192691336648878
